"report","report_sourcelink","tox_monograph","tox_monograph_sourcelink","specification","specification_sourcelink","synonyms","cas_number","functional_class","evaluation_year","chemical_names","jecfa_number","coe_number","fema_number","jecfa_name","url","fas"
"TRS 928-JECFA 63/98","http://apps.who.int/iris/bitstream/10665/43141/1/WHO_TRS_928.pdf","FAS 54-JECFA 63/435","http://apps.who.int/iris/bitstream/10665/43265/1/9241660546_eng.pdf","COMPENDIUM ADDENDUM 12/FNP 52 Add. 12/88","http://www.fao.org/ag/agn/jecfa-additives/search.html","DL-2-AMINO-3-METHYLVALERIC ACID; alpha-AMINO-beta-METHYLVALERIC ACID",NA,"Flavouring AgentFLAVOURING_AGENT","2004","2-AMINO-3-METHYLPENTANOIC ACID","1422","10127","3295","2-AMINO-3-METHYLPENTANOIC ACID","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5435","54"
""">RS 952-JECFA 69/152","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=165",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=635",""">FAO JECFA Monographs 5/136","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","L-2-AMINOGUANIDINOVALERIC ACID; (S)-2-AMINO-5-GUANIDINOVALERIC ACID",NA,"Flavouring AgentFLAVOURING_AGENT","2008","L-ARGININE","1438","11890","3819","L-ARGININE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5436",""
""">RS 952-JECFA 69/152","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=165",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=635",""">FAO JECFA Monographs 5/136","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","L-2-AMINOGUANIDINOVALERIC ACID; (S)-2-AMINO-5-GUANIDINOVALERIC ACID",NA,"Flavouring AgentFLAVOURING_AGENT","2008","L-ARGININE","1438","11890","3819","L-2-AMINOGUANIDINOVALERIC ACID","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5437",""
""">RS 952-JECFA 69/152","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=165",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=635",""">FAO JECFA Monographs 5/136","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","(S)2,6-DIAMINOCAPROIC ACID; L-2,6-DIAMINOHEXANOIC ACID; a,e-DIAMINOCAPROIC ACID",NA,"Flavouring AgentFLAVOURING_AGENT","2008","L-LYSINE","1439","11947","3847","L-LYSINE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5438",""
"TRS 928-JECFA 63/106","http://apps.who.int/iris/bitstream/10665/43141/1/WHO_TRS_928.pdf","FAS 54-JECFA 63/487","http://apps.who.int/iris/bitstream/10665/43265/1/9241660546_eng.pdf","COMPENDIUM ADDENDUM 12/FNP 52 Add. 12/91","http://www.fao.org/ag/agn/jecfa-additives/search.html",NA,NA,"Flavouring AgentFLAVOURING_AGENT","2004","4-ACETOXY-2-HEXYLTETRAHYDROFURAN","1440",NA,"2566","2-HEXYL-4-ACETOXYTETRAHYDROFURAN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5439","54"
"TRS 928-JECFA 63/106","http://apps.who.int/iris/bitstream/10665/43141/1/WHO_TRS_928.pdf","FAS 54-JECFA 63/487","http://apps.who.int/iris/bitstream/10665/43265/1/9241660546_eng.pdf","COMPENDIUM ADDENDUM 12/FNP 52 Add. 12/91","http://www.fao.org/ag/agn/jecfa-additives/search.html",NA,NA,"Flavouring AgentFLAVOURING_AGENT","2004","4-ACETOXY-2-HEXYLTETRAHYDROFURAN","1440",NA,"2566","4-ACETOXY-2-HEXYLTETRAHYDROFURAN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5440","54"
"TRS 928-JECFA 63/106","http://apps.who.int/iris/bitstream/10665/43141/1/WHO_TRS_928.pdf","FAS 54-JECFA 63/487","http://apps.who.int/iris/bitstream/10665/43265/1/9241660546_eng.pdf","COMPENDIUM ADDENDUM 12/FNP 52 Add. 12/91","http://www.fao.org/ag/agn/jecfa-additives/search.html","2-HYDROCINNAMYL TETRAHYDROFURAN",NA,"Flavouring AgentFLAVOURING_AGENT","2004","2-(3-PHENYLPROPYL)TETRAHYDROFURAN","1441","489","2898","2-(3-PHENYLPROPYL)TETRAHYDROFURAN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5441","54"
"TRS 928-JECFA 63/106","http://apps.who.int/iris/bitstream/10665/43141/1/WHO_TRS_928.pdf","FAS 54-JECFA 63/487","http://apps.who.int/iris/bitstream/10665/43265/1/9241660546_eng.pdf","COMPENDIUM ADDENDUM 12/FNP 52 Add. 12/91","http://www.fao.org/ag/agn/jecfa-additives/search.html","2-HYDROCINNAMYL TETRAHYDROFURAN",NA,"Flavouring AgentFLAVOURING_AGENT","2004","2-(3-PHENYLPROPYL)TETRAHYDROFURAN","1441","489","2898","2-HYDROCINNAMYL TETRAHYDROFURAN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5442","54"
"TRS 928-JECFA 63/106","http://apps.who.int/iris/bitstream/10665/43141/1/WHO_TRS_928.pdf","FAS 54-JECFA 63/487","http://apps.who.int/iris/bitstream/10665/43265/1/9241660546_eng.pdf","COMPENDIUM ADDENDUM 12/FNP 52 Add. 12/91","http://www.fao.org/ag/agn/jecfa-additives/search.html","FURFURYL ALCOHOL, TETRAHYDRO-, ACETATE; 2-(ACETOXYMETHYL)OXOLANE; 2-(ACETOXYMETHYL)TETRAHYDROFURAN",NA,"Flavouring AgentFLAVOURING_AGENT","2004","TETRAHYDROFURFURYL ACETATE","1442","2069","3055","TETRAHYDROFURFURYL ACETATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5443","54"
"TRS 928-JECFA 63/106","http://apps.who.int/iris/bitstream/10665/43141/1/WHO_TRS_928.pdf","FAS 54-JECFA 63/487","http://apps.who.int/iris/bitstream/10665/43265/1/9241660546_eng.pdf","COMPENDIUM ADDENDUM 12/FNP 52 Add. 12/91","http://www.fao.org/ag/agn/jecfa-additives/search.html","2-(HYDROXYMETHYL)TETRAHYDROFURAN; TETRAHYDRO-2-FURANCARBINOL; TETRAHYDRO-2-FURANMETHANOL; TETRAHYDRO-2-FURYLMETHANOL",NA,"Flavouring AgentFLAVOURING_AGENT","2004","TETRAHYDROFURFURYL ALCOHOL","1443","2029","3056","TETRAHYDROFURFURYL ALCOHOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5444","54"
"TRS 928-JECFA 63/106","http://apps.who.int/iris/bitstream/10665/43141/1/WHO_TRS_928.pdf","FAS 54-JECFA 63/487","http://apps.who.int/iris/bitstream/10665/43265/1/9241660546_eng.pdf","COMPENDIUM ADDENDUM 12/FNP 52 Add. 12/91","http://www.fao.org/ag/agn/jecfa-additives/search.html","BUTYRIC ACID, TETRAHYDROFURFURYL ESTER",NA,"Flavouring AgentFLAVOURING_AGENT","2004","TETRAHYDROFURFURYL BUTYRATE","1444","11841","3057","TETRAHYDROFURFURYL BUTYRATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5445","54"
"TRS 928-JECFA 63/106","http://apps.who.int/iris/bitstream/10665/43141/1/WHO_TRS_928.pdf","FAS 54-JECFA 63/487","http://apps.who.int/iris/bitstream/10665/43265/1/9241660546_eng.pdf","COMPENDIUM ADDENDUM 12/FNP 52 Add. 12/91","http://www.fao.org/ag/agn/jecfa-additives/search.html","FURFURYL ALCOHOL, TETRAHYDRO-, PROPIONATE; PROPIONIC ACID, TETRAHYDROFURFURYL ESTER",NA,"Flavouring AgentFLAVOURING_AGENT","2004","TETRAHYDROFURFURYL PROPIONATE","1445","2096","3058","TETRAHYDROFURFURYL PROPIONATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5446","54"
"TRS 928-JECFA 63/106","http://apps.who.int/iris/bitstream/10665/43141/1/WHO_TRS_928.pdf","FAS 54-JECFA 63/487","http://apps.who.int/iris/bitstream/10665/43265/1/9241660546_eng.pdf","COMPENDIUM ADDENDUM 12/FNP 52 Add. 12/91","http://www.fao.org/ag/agn/jecfa-additives/search.html","FURANEOL; STRAWBERRY FURANONE; 2,5-DIMETHYL-3-HYDROXY-4-OXO-4,5-DIHYDROFURAN;  2,5-DIMETHYL-4,5-DIHYDROFURAN-3-OL-4-ONE",NA,"Flavouring AgentFLAVOURING_AGENT","2004","4-HYDROXY-2,5-DIMETHYLFURAN-3(2H)-ONE","1446","536","3174","4-HYDROXY-2,5-DIMETHYL-3(2H)-FURANONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5447","54"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURANEOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5448",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRAWBERRY FURANONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5449",NA
""">RS 952-JECFA 69/152","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=165","FAS 60-JECFA 69/629","FAS 60-JECFA 69/629",""">FAO JECFA Monographs 5/135","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=133",NA,NA,"Flavouring AgentFLAVOURING_AGENT","2008","TETRAHYDROFURFURYL 3-PHENYLPROP-2-ENOATE","1447","11821","3320","TETRAHYDROFURFURYL CINNAMATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5450","60"
""">RS 952-JECFA 69/154","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=167",""">FAS 60-JECFA 69/630","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=637",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","1-AMINO-2-METHYLBUTANE; 2-METHYL-1-BUTYLAMINE; 2-ETHYLPROPYLAMINE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","2-METHYLBUTYLAMINE","1586","1102","4241","1-AMINO-2-METHYLBUTANE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5451",""
"TRS 934-JECFA 65/89","http://apps.who.int/iris/bitstream/10665/43408/1/WHO_TRS_934_eng.pdf","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf","COMPENDIUM ADDENDUM 13/FNP 52 Add. 13/66","http://www.fao.org/ag/agn/jecfa-additives/search.html","l-ISOAMINOPENTANE; ISOAMYLAMINE; ISOBUTYL CARBYLAMINE; 3-METHYLBUTYLAMINE",NA,"Flavouring AgentFLAVOURING_AGENT","2005","3-METHYLBUTYLAMINE","1587","11001","3219","ISOPENTYLAMINE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5452","56"
"TRS 934-JECFA 65/89","http://apps.who.int/iris/bitstream/10665/43408/1/WHO_TRS_934_eng.pdf","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf","COMPENDIUM ADDENDUM 13/FNP 52 Add. 13/66","http://www.fao.org/ag/agn/jecfa-additives/search.html","l-ISOAMINOPENTANE; ISOAMYLAMINE; ISOBUTYL CARBYLAMINE; 3-METHYLBUTYLAMINE",NA,"Flavouring AgentFLAVOURING_AGENT","2005","3-METHYLBUTYLAMINE","1587","11001","3219","3-METHYLBUTYLAMINE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5453","56"
""">TRS 934-JECFA 65/89","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=167",""">FAS 60-JECFA 69/630","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=637",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","1-AMINOHEXANE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","HEXYLAMINE","1588","11016","4243","HEXYLAMINE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5454",""
""">TRS 934-JECFA 65/89","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=167",""">FAS 60-JECFA 69/630","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=637",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","1-AMINOHEXANE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","HEXYLAMINE","1588","11016","4243","1-AMINOHEXANE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5455",""
"TRS 934-JECFA 65/89","http://apps.who.int/iris/bitstream/10665/43408/1/WHO_TRS_934_eng.pdf","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf","COMPENDIUM ADDENDUM 13/FNP 52 Add. 13/67","http://www.fao.org/ag/agn/jecfa-additives/search.html","beta-PHENYLETHYLAMINE; 2-AMINOETHYLBENZENE; 1-AMINO-2-PHENYLETHANE",NA,"Flavouring AgentFLAVOURING_AGENT","2005","PHENETHYLAMINE","1589","11006","3220","PHENETHYLAMINE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5456","56"
"TRS 934-JECFA 65/89","http://apps.who.int/iris/bitstream/10665/43408/1/WHO_TRS_934_eng.pdf","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf","COMPENDIUM ADDENDUM 13/FNP 52 Add. 13/67","http://www.fao.org/ag/agn/jecfa-additives/search.html","beta-PHENYLETHYLAMINE; 2-AMINOETHYLBENZENE; 1-AMINO-2-PHENYLETHANE",NA,"Flavouring AgentFLAVOURING_AGENT","2005","PHENETHYLAMINE","1589","11006","3220","1-AMINO-2-PHENYLETHANE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5457","56"
""">TRS 934-JECFA 65/89","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=167",""">FAS 60-JECFA 69/630","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=637",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","4-(2-AMINOETHYL)PHENOL; p-(2-AMINOETHYL)PHENOL; TYRAMINE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","2-(4-HYDROXYPHENYL)ETHYLAMINE","1590","11007","4215","2-(4-HYDROXYPHENYL)ETHYLAMINE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5458",""
""">RS 952-JECFA 69/154","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=167",""">FAS 60-JECFA 69/630","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=637",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","ISOPROPANOL AMINE; alpha-AMINOISOPROPYL ALCOHOL; 1-METHYL-2-AMINOETHANOL; 2-HYDROXY-1-METHYLETHANOL",NA,"Flavouring AgentFLAVOURING_AGENT","2008","1-AMINO-2-PROPANOL","1591",NA,"3965","1-AMINO-2-PROPANOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5459",""
""">RS 952-JECFA 69/154","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=167",""">FAS 60-JECFA 69/630","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=637",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","ISOPROPANOL AMINE; alpha-AMINOISOPROPYL ALCOHOL; 1-METHYL-2-AMINOETHANOL; 2-HYDROXY-1-METHYLETHANOL",NA,"Flavouring AgentFLAVOURING_AGENT","2008","1-AMINO-2-PROPANOL","1591",NA,"3965","ISOPROPANOL AMINE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5460",""
""">TRS 934-JECFA 65/89","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=167",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=636",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","BUTYLAMIDE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","BUTYRAMIDE","1593","16049","4252","BUTYRAMIDE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5461",""
""">TRS 934-JECFA 65/89","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=167",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=636",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","BUTYLAMIDE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","BUTYRAMIDE","1593","16049","4252","BUTYLAMIDE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5462",""
""">TRS 952-JECFA 69/155","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=168",""">FAS 60-JECFA 69/630","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=637",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","2-AZACYCLOHEPTANONE; CAPROLACTAM; HEXAHYDRO-2H-AZEPIN-2-ONE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","1,6-HEXALACTAM","1594","16052","4235","1,6-HEXALACTAM","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5463",""
""">TRS 1000-JECFA 82/99","http://apps.who.int/iris/bitstream/10665/250277/1/9789241210003-eng.pdf#page=111","FAS 73 JECFA 82/343","https://apps.who.int/iris/bitstream/handle/10665/258934/9789241660730-eng.pdf#page=351",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","N,2,3-TRIMETHYL-2-ISOPROPYLBUTANAMIDE; METHYL DIISOPROPYL PROPIONAMIDE; 6-CAPROLACTAM","51115-67-4","Flavouring AgentFLAVOURING_AGENT","2016","2-ISOPROPYL-N,2,3-TRIMETHYLBUTYRAMIDE","1595","16053","3804","2-ISOPROPYL-N,2,3-TRIMETHYLBUTYRAMIDE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5464","73 JECFA 82"
""">TRS 934-JECFA 65/89","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=168",""">FAS 60-JECFA 69/630","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=637",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135",NA,NA,"Flavouring AgentFLAVOURING_AGENT","2008","N-ETHYL (2E,6Z)-NONADIENAMIDE","1596",NA,"4113","N-ETHYL (E)-2,(Z)-6-NONADIENAMIDE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5465",""
""">TRS 934-JECFA 65/89","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=168",""">FAS 60-JECFA 69/630","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=637",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135",NA,NA,"Flavouring AgentFLAVOURING_AGENT","2008","N-CYCLOPROPYL (2E,6Z)-NONADIENAMIDE","1597",NA,"4087","N-CYCLOPROPYL (E)-2,(Z)-6-NONADIENAMIDE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5466",""
""">TRS 934-JECFA 65/89","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=168",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=635",""">FAO JECFA Monographs 5/136","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","(E,E)-N-(2-METHYLPROPYL)-2,4-DECADIENAMIDE; PELLITORIN; PELLITORINE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","N-(2-METHYLPROPYL)-(2E,6Z)-NONADIENAMIDE","1598",NA,"4148","N-ISOBUTYL (E,E)-2,4-DECADIENAMIDE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5467",""
""">TRS 934-JECFA 65/89","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=168",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=635",""">FAO JECFA Monographs 5/136","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","(E,E)-N-(2-METHYLPROPYL)-2,4-DECADIENAMIDE; PELLITORIN; PELLITORINE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","N-(2-METHYLPROPYL)-(2E,6Z)-NONADIENAMIDE","1598",NA,"4148","PELLITORIN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5468",""
""">TRS 934-JECFA 65/89","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=167",""">FAS 60-JECFA 69/630","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=637",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","1-AMINOPROPANE; MONOPROPYLAMINE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","PROPYLAMINE","1580","11004","4237","1-AMINOPROPANE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5469",""
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","2-AMYLFURAN","3777-69-3","Flavouring AgentFLAVOURING_AGENT","2018","2-PENTYLFURAN","1491","13059","3317","2-PENTYLFURAN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5470","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","2-AMYLFURAN","3777-69-3","Flavouring AgentFLAVOURING_AGENT","2018","2-PENTYLFURAN","1491","13059","3317","2-AMYLFURAN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5471","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110",NA,"3777-71-7","Flavouring AgentFLAVOURING_AGENT","2018","2-HEPTYLFURAN","1492","13069","3401","2-HEPTYLFURAN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5472","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110",NA,"83469-85-6","Flavouring AgentFLAVOURING_AGENT","2018","2-DECYLFURAN","1493","13106","4090","2-DECYLFURAN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5473","77 JECFA 86"
""">TRS 1014-JECFA 86/84"," https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","2-ETHYL-3(2-FURYL)ACROLEIN; 3(2-FURYL)-2-ETHYLACROLEIN; 2-ETHYL-3(2-FURYL)-2-PROPENAL","770-27-4","Flavouring AgentFLAVOURING_AGENT","2018","FURFURYLIDENE-2-BUTANAL","1501","13043","2492","2-FURFURYLIDENEBUTYRALDEHYDE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5474","77 JECFA 86"
""">TRS 1014-JECFA 86/84"," https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","2-ETHYL-3(2-FURYL)ACROLEIN; 3(2-FURYL)-2-ETHYLACROLEIN; 2-ETHYL-3(2-FURYL)-2-PROPENAL","770-27-4","Flavouring AgentFLAVOURING_AGENT","2018","FURFURYLIDENE-2-BUTANAL","1501","13043","2492","3(2-FURYL)-2-ETHYLACROLEIN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5475","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","https://www.who.int/publications/i/item/9789240004580","FAS 77 JECFA 86/379","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","2-FURFURYLIDENEPHENYLACETALDEHYDE","65545-81-5","Flavouring AgentFLAVOURING_AGENT","2018","3-(2-FURYL)-2-PHENYLPROP-2-ENAL","1502","13137","3586","2-PHENYL-3-(2-FURYL)PROP-2-ENAL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5476",""
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","https://www.who.int/publications/i/item/9789240004580","FAS 77 JECFA 86/379","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","2-FURFURYLIDENEPHENYLACETALDEHYDE","65545-81-5","Flavouring AgentFLAVOURING_AGENT","2018","3-(2-FURYL)-2-PHENYLPROP-2-ENAL","1502","13137","3586","3-(2-FURYL)-2-PHENYLPROP-2-ENAL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5477",""
