"report","report_sourcelink","tox_monograph","tox_monograph_sourcelink","specification","specification_sourcelink","synonyms","cas_number","functional_class","evaluation_year","chemical_names","jecfa_number","coe_number","fema_number","jecfa_name","url","fas"
"TRS 901-JECFA 55/44","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/165","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/170","http://www.fao.org/ag/agn/jecfa-additives/search.html","3-p-CYMENOL; alpha-CYMOPHENOL; 3-HYDROXY-p-CYMENE; 1-METHYL-3-HYDROXY-4-ISOPROPYLBENZENE; 3-METHYL-6-ISOPROPYLPHENOL; THYME CAMPHOR",NA,"Flavouring AgentFLAVOURING_AGENT","2000","5-METHYL-2-(1-METHYLETHYL)PHENOL","709","174","3066","THYMOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2571","46"
"TRS 901-JECFA 55/44","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/165","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/168","http://www.fao.org/ag/agn/jecfa-additives/search.html","1-HYDROXY-3,4-DIMETHYLBENZENE",NA,"Flavouring AgentFLAVOURING_AGENT","2000","3,4-XYLENOL","708","11262","3596","3,4-XYLENOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2572","46"
"TRS 901-JECFA 55/44","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/165","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/168","http://www.fao.org/ag/agn/jecfa-additives/search.html","2-HYDROXY-1,3-DIMETHYLBENZENE",NA,"Flavouring AgentFLAVOURING_AGENT","2000","2,6-XYLENOL","707","11261","3249","2,6-XYLENOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2573","46"
"TRS 909-JECFA 57/73","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/227","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/140","http://www.fao.org/ag/agn/jecfa-additives/search.html","3-METHYLBUTYL BENZOATE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","ISOPENTYL BENZOATE","857","2307","2058","ISOAMYL BENZOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2574","48"
"TRS 909-JECFA 57/73","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/227","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/140","http://www.fao.org/ag/agn/jecfa-additives/search.html","ISOBUTYL BENZENECARBOXYLATE; 2-METHYLPROPYL BENZOATE; EGLANTINE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","ISOBUTYL BENZOATE","856","567","2185","ISOBUTYL BENZOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2575","48"
"TRS 909-JECFA 57/73","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/227","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/140","http://www.fao.org/ag/agn/jecfa-additives/search.html","1-METHYLETHYL BENZOATE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","ISOPROPYL BENZOATE","855","652","2932","ISOPROPYL BENZOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2576","48"
"TRS 909-JECFA 57/73","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/227","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/140","http://www.fao.org/ag/agn/jecfa-additives/search.html","AGRUMAT; n-HEXYL BENZENECARBOXYLATE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","HEXYL BENZOATE","854","645","3691","HEXYL BENZOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2577","48"
"TRS 909-JECFA 57/73","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/227","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/140","http://www.fao.org/ag/agn/jecfa-additives/search.html","n-PROPYL BENZENECARBOXYLATE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","PROPYL BENZOATE","853","677","2931","PROPYL BENZOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2578","48"
"TRS 909-JECFA 57/73","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/227","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/140","http://www.fao.org/ag/agn/jecfa-additives/search.html","ETHYL BENZENECARBOXYLATE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","ETHYL BENZOATE","852","261","2422","ETHYL BENZOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2579","48"
"TRS 909-JECFA 57/73","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/227","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/140","http://www.fao.org/ag/agn/jecfa-additives/search.html","METHYL BENZENECARBOXYLATE; OIL OF NIOBE; NIOBE OIL",NA,"Flavouring AgentFLAVOURING_AGENT","2001","METHYL BENZOATE","851","260","2683","METHYL BENZOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2580","48"
"TRS 909-JECFA 57/98","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/333","http://www.inchem.org/documents/jecfa/jecmono/v48je16.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ","Ethyl alpha-hydroxypropionate; Lactic acid ethyl ester","97-64-3","Flavouring AgentFLAVOURING_AGENTFood AdditivesCARRIER_SOLVENT","2001","Ethyl 2-hydroxypropanoate","931","371","2440","ETHYL LACTATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2581","48"
"NMRS 50/TRS 488-JECFA 15/11","http://apps.who.int/iris/bitstream/10665/40951/1/WHO_TRS_488.pdf","NOT PREPARED","/food-additives-contaminants-jecfa-database/Document/Index/2582","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/",NA,"9001-98-3 (RENNIN)","Food AdditivesENZYME_PREPARATION","1971","Chymosin (Rennin, Aspartic proteinase; EC 3.4.23.4)",NA,NA,NA,"RENNET BOVINE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2582",""
"TRS 922-JECFA 61/75","http://apps.who.int/iris/bitstream/10665/42849/1/WHO_TRS_922.pdf","FAS 52-JECFA 61/289","http://apps.who.int/iris/bitstream/10665/43038/1/924166052X.pdf","COMPENDIUM ADDENDUM 11/FNP 52 Add. 11/113","http://www.fao.org/ag/agn/jecfa-additives/search.html","FARNESYL ALCOHOL",NA,"Flavouring AgentFLAVOURING_AGENT","2003","3,7,11-TRIMETHYL-2,6,10-DODECATRIEN-1-OL","1230",NA,"2478","FARNESOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2583","52"
"TRS 922-JECFA 61/75","http://apps.who.int/iris/bitstream/10665/42849/1/WHO_TRS_922.pdf","FAS 52-JECFA 61/289","http://apps.who.int/iris/bitstream/10665/43038/1/924166052X.pdf","COMPENDIUM ADDENDUM 11/FNP 52 Add. 11/113","http://www.fao.org/ag/agn/jecfa-additives/search.html","FARNESYL ALCOHOL",NA,"Flavouring AgentFLAVOURING_AGENT","2003","3,7,11-TRIMETHYL-2,6,10-DODECATRIEN-1-OL","1230",NA,"2478","3,7,11-TRIMETHYL-2,6,10-DODECATRIEN-1-OL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2584","52"
"TRS 901-JECFA 55/22","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/79","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/162","http://www.fao.org/ag/agn/jecfa-additives/search.html","BENZENE PROPENOIC ACID; BENZYLDENEACETIC ACID; 3-PHENYLACRYLIC ACID; beta-PHENYLACRYLIC ACID",NA,"Flavouring AgentFLAVOURING_AGENT","2000","3-PHENYL-2-PROPENOIC ACID","657","22","2288","beta-PHENYLACRYLIC ACID","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2585","46"
"TRS 901-JECFA 55/22","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/79","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/162","http://www.fao.org/ag/agn/jecfa-additives/search.html","3-PHENYLALLYL ACETATE",NA,"Flavouring AgentFLAVOURING_AGENT","2000","CINNAMYL ACETATE","650","208","2293","3-PHENYLALLYL ACETATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2586","46"
"TRS 901-JECFA 55/22","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/79","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/160","http://www.fao.org/ag/agn/jecfa-additives/search.html","CINNAMIC ALCOHOL; gamma-PHENYLALLYL ALCOHOL; ZIMTALCOHOL",NA,"Flavouring AgentFLAVOURING_AGENT","2000","CINNAMYL ALCOHOL","647","65","2294","gamma-PHENYLALLYL ALCOHOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2587","46"
"TRS 828-JECFA 39/16","http://apps.who.int/iris/bitstream/10665/40033/1/WHO_TRS_828.pdf","FAS 30-JECFA 39/89","http://www.inchem.org/documents/jecfa/jecmono/v30je07.htm","NOT PREPARED","http://www.fao.org/ag/agn/jecfa-additives/search.html",NA,"107-06-2","Food AdditivesEXTRACTION_SOLVENT","1992",NA,NA,NA,NA,"1,2-DICHLOROETHANE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2588","30"
"TRS 828-JECFA 39/18","http://apps.who.int/iris/bitstream/10665/40033/1/WHO_TRS_828.pdf","FAS 18-JECFA 27/59 (1983)","http://www.inchem.org/documents/jecfa/jecmono/v18je07.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ","Methylene chloride; Methylene dichloride","75-09-2","Food AdditivesEXTRACTION_SOLVENT","1992","Dichloromethane",NA,NA,NA,"DICHLOROMETHANE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2589","18"
"TRS 617-JECFA 21/15","http://apps.who.int/iris/bitstream/10665/41293/1/WHO_TRS_617.pdf","FAS 12-JECFA 21/14","http://www.inchem.org/documents/jecfa/jecmono/v12je04.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","C.I. Pigment metal","7429-90-5","Food AdditivesCOLOUR","1977","Aluminium",NA,NA,NA,"CI PIGMENT METAL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2590","12"
"TRS 751-JECFA 30/24","http://apps.who.int/iris/bitstream/10665/41306/1/WHO_TRS_751.pdf","FAS 21-JECFA 30/115","http://www.inchem.org/documents/jecfa/jecmono/v21je09.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","C.I. Pigment Red 57; Fd and C Red No. 7; Rubinpigment; Brilliant Carmine 6B; Carmine 6B; Litholrubintoner BKL; Permanent Rubin L6B","5284-04-9","Food AdditivesCOLOUR","1986","Calcium 3-hydroxy-4-(4-methyl-2-sulfonatophenylazo)-2-naphthalenecarboxylate",NA,NA,NA,"CI PIGMENT RED 57","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2591","21"
"NMRS 38/TRS 309-JECFA 8/22","http://apps.who.int/iris/bitstream/10665/40627/1/WHO_TRS_309.pdf",NA,NA,"WITHDRAWN (1984)","http://www.fao.org/ag/agn/jecfa-additives/search.html","Eosine A; Eosine YS; Eomine Y; D and C Nos. 22 and 23; C.I. Red 87; C.I. Acid Red 87","17372-87-1","Food AdditivesCOLOUR","1964","Disodium or dipotassium salt of 2',4',5',7'-tetrabromofluorescein",NA,NA,NA,"CI PIGMENT RED 90","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2592",NA
"TRS 648-JECFA 23/13","http://apps.who.int/iris/bitstream/10665/41403/1/WHO_TRS_648.pdf","FAS 6/NMRS 54A-JECFA 18/100 (1974)","http://www.inchem.org/documents/jecfa/jecmono/v06je23.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ","C.I. Pigment Red 101 and 102","1309-37-1","Food AdditivesCOLOUR","1979","
Anhydrous ferric oxide; Anhydrous iron (III) oxide",NA,NA,NA,"CI PIGMENT RED 101,102","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2593","6"
"TRS 888-JECFA 50/19","http://apps.who.int/iris/bitstream/10665/42182/1/WHO_TRS_888.pdf","FAS 36-JECFA 45/27 (1995)","http://www.inchem.org/documents/jecfa/jecmono/v36je03.htm",NA,NA,NA,NA,"Veterinary DrugANTHELMINTHIC_AGENT","1999","SPIRO[11,15-METHANO-2H,13H,17H-FURO[4,3,2-PQ][2,6]-BENZODIOXACYCLO-OCTADECIN-13,2'[2H]PYRAN-17-ONE]-6'-[1,3-DIMETHYL-1-BUTENYL]-3',4',5',6,6',7,10,11,14,15,17a,20,20a,20b- DIHYDRO-4'-[METHOXYIMINO]-5',6,6,19-TETRAMETHYL-[6R-2aE,4E,4'E,5'S*,6R*,6'S*(E),8E, 11R* 13R*,15S*,17aR*,20R*,20aR*,20bS*]]-",NA,NA,NA,"MOXIDECTIN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2594","36"
"TRS 759-JECFA 31/29","http://apps.who.int/iris/bitstream/10665/39108/1/WHO_TRS_759.pdf","FAS 22-JECFA 31/97","http://www.inchem.org/documents/jecfa/jecmono/v22je12.htm","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/192 (METALS LIMITS) (2001). R; FAO JECFA Monographs 1 vol.2/425","http://www.fao.org/ag/agn/jecfa-additives/search.html","POTASSIUM GLUTAMATE; MPG","19473-49-5","Food AdditivesFLAVOUR_ENHANCERSALT_SUBSTITUTE","1987","MONOPOTASSIUM L-GLUTAMATE MONOHYDRATE",NA,NA,NA,"MPG","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2595","22"
"TRS 901-JECFA 55/44","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/165","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/170","http://www.fao.org/ag/agn/jecfa-additives/search.html","m-DIHYDROXYBENZENE",NA,"Flavouring AgentFLAVOURING_AGENT","2000","RESORCINOL","712","11250","3589","RESORCINOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2596","46"
"TRS 901-JECFA 55/44","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/165","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/124 (2001)","http://www.fao.org/ag/agn/jecfa-additives/search.html","p-ETHENYLPHENOL; 4-HYDROXYSTYRENE",NA,"Flavouring AgentFLAVOURING_AGENT","2000","4-ETHENYLPHENOL","711","11257","3739","p-VINYLPHENOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2597","46"
"TRS 909-JECFA 57/84","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/273","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/146","http://www.fao.org/ag/agn/jecfa-additives/search.html","ACETYLVANILLIN; 3-METHOXY-4-ACETOXYBENZALDEHYDE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","4-ACETOXY-3-METHOXYBENZALDEHYDE","890","225","3108","VANILLIN ACETATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2598","48"
"TRS 1020-JECFA 87/75","https://www.who.int/publications/i/item/9789241210294 ","FAS 48-JECFA 57/273","http://www.inchem.org/pages/jecfa.html","Compendium of FAO food additive specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-flav/en/","VANILLALDEHYDE; VANILLIC ALDEHYDE; METHYLPROTOCATECHUIC ALDEHYDE","121-33-5","Flavouring AgentFLAVOURING_AGENT","2019","4-HYDROXY-3-METHOXYBENZALDEHYDE","889","107","3107","VANILLIN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2599","48"
"TRS 911-JECFA 58/12","http://apps.who.int/iris/bitstream/10665/42560/1/WHO_TRS_911.pdf","FAS 49-JECFA 58/11","http://www.inchem.org/documents/jecfa/jecmono/v49je03.htm",NA,NA,"THIABENDAZOLE; OMNIZOLE; THIABEN; THIBENZOLE; BOVIZOLE; EPROFIL; EQUIZOLE; MINTEZOL; MERTECT; LOMBRISTOP; MINZOLUM; NEMAPAN; POLIVAL; TBZ","148-79-8","Veterinary DrugANTHELMINTHIC_AGENT","2002","2-(4-THIAZOLYL)-1H-BENZIMIDAZOLE; 4-(2-BENZIMIDAZOLYL)THIAZOLE",NA,NA,NA,"EQUIZOLE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2600","49"
"TRS 851-JECFA 42/7","http://apps.who.int/iris/bitstream/10665/37341/1/WHO_TRS_851.pdf","FAS 33-JECFA 42/3","http://www.inchem.org/documents/jecfa/jecmono/v33je02.htm",NA,NA,"ERGAMISOL; LEVAMISOLE HYDROCHLORIDE; TETRAMISOLE; NEMICIDE; STIMAMIZOL; SOLASKIL; TRAMISOL; WORM-CHEK","16595-80-5 (L-FORM HYDROCHLORIDE)","Veterinary DrugANTHELMINTHIC_AGENT","1995","(-)-(S)-2,3,5,6-TETRAHYDRO-6-PHENYLIMIDAZO[2,1-b]THIAZOLE MONOHYDROCHLORIDE (ALSO USED AS FREE BASE AND  PHOSPHATE)",NA,NA,NA,"ERGAMISOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2601","33"
"TRS 806-JECFA 37/9","http://apps.who.int/iris/bitstream/10665/40288/1/WHO_TRS_806.pdf","FAS 28-JECFA 37/29","http://www.inchem.org/documents/jecfa/jecmono/v28je03.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ","Isoascorbic acid; D-Araboascorbic acid","89-65-6","Food AdditivesANTIOXIDANT","1990","Isoascorbic acid; D-Isoascorbic acid; D-Erythro-hex-2-enoic acid gamma-lactone",NA,NA,NA,"ERYTHORBIC ACID","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2602","28"
"TRS 648-JECFA 23/21","http://apps.who.int/iris/bitstream/10665/41403/1/WHO_TRS_648.pdf","NOT PREPARED","/food-additives-contaminants-jecfa-database/Document/Index/1322","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ","Ether; Ethyl ether","60-29-7","Food AdditivesEXTRACTION_SOLVENT","1979","Diethyl ether; Diethyl oxide; 1,1'-Oxybisethane",NA,NA,NA,"ETHER","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2603",""
"TRS 909-JECFA 57/84","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/273","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/146","http://www.fao.org/ag/agn/jecfa-additives/search.html","2,4-CRESOTALDEHYDE; 4-METHYLSALICYLALDEHYDE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","2-HYDROXY-4-METHYLBENZALDEHYDE","898","2130","3697","2,4-CRESOTALDEHYDE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2604","48"
"TRS 901-JECFA 55/44","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/165","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/168","http://www.fao.org/ag/agn/jecfa-additives/search.html","ACETYL p-CRESOL; p-CRESYL ACETATE; p-CRESYLIC ACETATE",NA,"Flavouring AgentFLAVOURING_AGENT","2000","p-TOLYL ACETATE","699","226","3073","p-CRESYL ACETATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2605","46"
"TRS 901-JECFA 55/44","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/165","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/168","http://www.fao.org/ag/agn/jecfa-additives/search.html","p-CRESYL OCTANOATE; p-CRESYL CAPRYLATE; p-TOLYL CAPRYLATE",NA,"Flavouring AgentFLAVOURING_AGENT","2000","p-TOLYL OCTANOATE","703",NA,"3733","p-CRESYL CAPRYLATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2606","46"
"TRS 901-JECFA 55/44","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/165","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 11/FNP 52 Add.11/103 (2003)","http://www.fao.org/ag/agn/jecfa-additives/search.html","p-CRESYL DODECANOATE; p-CRESYL LAURATE; p-TOLYL DODECANOATE",NA,"Flavouring AgentFLAVOURING_AGENT","2000","p-TOLYL LAURATE","704","378","3076","p-CRESYL DODECANOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2607","46"
"TRS 909-JECFA 57/107","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/369","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 10/FNP 52 Add.10/48 (2002)","http://www.fao.org/ag/agn/jecfa-additives/search.html","ETHYL cis-3-HEXENYL ACETAL; LEAF ACETAL; LEAF ALCOHOL ETHYL ACETAL",NA,"Flavouring AgentFLAVOURING_AGENT","2001","1-ETHOXY-1-(cis-3-HEXENYLOXY)ETHANE","943",NA,"3775","ETHYL cis-3-HEXENYL ACETAL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2608","48"
"TRS 891-JECFA 51/59","http://apps.who.int/iris/bitstream/10665/42245/1/WHO_TRS_891.pdf","FAS 42-JECFA 51/235","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 6/FNP 52 Add.6/176","http://www.fao.org/ag/agn/jecfa-additives/search.html","ETHYL HEXYL KETONE",NA,"Flavouring AgentFLAVOURING_AGENT","1998","NONAN-3-ONE","294","11160","3440","ETHYL HEXYL KETONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2609","42"
"TRS 896-JECFA 53/32","http://apps.who.int/iris/bitstream/10665/42378/1/WHO_TRS_896.pdf","FAS 44-JECFA 53/125","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 11/FNP 52 Add.11/100 (2003)","http://www.fao.org/ag/agn/jecfa-additives/search.html","2-ETHYLHEXYL MERCAPTAN",NA,"Flavouring AgentFLAVOURING_AGENT","1999","2-ETHYLHEXANE-1-THIOL","519",NA,"3833","2-ETHYLHEXYL MERCAPTAN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2610","44"
"TRS 891-JECFA 51/59","http://apps.who.int/iris/bitstream/10665/42245/1/WHO_TRS_891.pdf","FAS 42-JECFA 51/235","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/120 (2001)","http://www.fao.org/ag/agn/jecfa-additives/search.html","1-ETHYLHEXYL 2-METHYLCROTONATE; 3-OCTYL TIGLATE",NA,"Flavouring AgentFLAVOURING_AGENT","1998","OCTEN-3-YL 2-METHYL-2-BUTENOATE","448",NA,"3676","1-ETHYLHEXYL 2-METHYLCROTONATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2611","42"
